CSIRO vegetation type,,,,,,,,,,,,,,,,,,,,
CSIRO,"(ice,water,urban:0)/grass:1/shrub:2/woody:3",,,,,,,,,,,,,,,,,,,
CSIRO type,,,,,,,,,,,,,,,,,,,,
7,0.15125,0,0.15125,0.019048301,0.016970304,0,5.5333607,49.35178409,36.22597545,25.538,186.207,145.163,,,,,,,,
8,0.15125,0.022629554,0.15125,0.019048301,0.016970304,0.004525911,5.5333607,49.35178409,36.22597545,25.538,186.207,145.163,,,,,,,,
9,0.15125,0,0.15125,0.019048301,0.016970304,0,6.661521619,59.41379831,43.61185394,27.729,155.518,158.884,,,,,,,,
10,0.15125,0,0.15125,0.019048301,0.016970304,0,6.661521619,59.41379831,43.61185394,27.729,155.518,158.884,,,,,,,,
11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
14,0.007,0.008888889,0.00875,0.000971831,0.001652113,0.014044861,0.751086012,11.48378613,4.482156526,21.038,255.79,108.897,,,,,,,,
15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
16,0,0.009876543,0,0,0,0.014044862,0,0,0,0,0,0,,,,,,,,
17,0,0,0,0,0,0,0,0,0,0.103,1.176,0.688,,,,,,,,
,xnpmax,q01soil,xkoplitter,xkoptsoil,prodptase,cosnpup,maxfineL,maxcwd,nintercept,nslope,,,,,,,,,,
vegtype,unitless,unitless,unitless,unitless,??,gN/gP,gC/m2,gC/m2,micromol/m2/s,micromol/m2/s/(gN/m2),,,,,,,,,,
1,1.510856726,1.72,0.4,0.33,0.5,40,1524,1795,4.424,12.705,,,,,,,,,,
2,1.27916225,1.72,0.4,0.6,0.2,25,384,613,4.19,26.19,,,,,,,,,,
3,1.591076159,1.72,0.4,0.15,0.5,40,1527,1918,12.64,36.3,,,,,,,,,,
4,1.186066584,1.72,0.4,0.6,0.5,40,887,1164,5.73,29.81,,,,,,,,,,
5,1.358075681,1.72,0.4,0.16,0.5,40,157,107,14.71,23.15,,,,,,,,,,
6,1.45621905,1.72,0.4,0.4,0.5,40,361,420,6.42,40.96,,,,,,,,,,
7,1.45621905,1.72,0.4,0.3,0.5,40,225,228,2,16,,,,,,,,,,
8,1.45621905,1.72,0.4,0.2,0.5,40,913,573,14.71,23.15,,,,,,,,,,
9,1.210382326,1.72,0.4,0.2,0.5,40,660,811,3.297,41.461,,,,,,,,,,
10,1.210382326,1.72,0.4,0.25,0.5,40,100,100,14.71,23.15,,,,,,,,,,
11,1.45621905,1.72,0.4,1,0.5,40,100,100,14.71,23.15,,,,,,,,,,
12,1.365993164,1.72,0.4,0.65,4,40,100,100,7,10,,,,,,,,,,
13,1.210382326,1.72,0.4,0.5,0.5,40,100,100,14.71,23.15,,,,,,,,,,
14,1,1.72,0.4,2,0.5,40,83,23,14.71,23.15,,,,,,,,,,
15,1.399652677,1.72,0.4,0.5,0.5,40,100,100,14.71,23.15,,,,,,,,,,
16,1,1.72,0.4,1,0.5,40,100,100,14.71,23.15,,,,,,,,,,
17,1,1.72,0.4,1,0.5,40,100,100,14.71,23.15,,,,,,,,,,
